mid,smiles,prop
461,Clc1ccc(Br)cc1,-3.63
462,O=C1NC(=O)NC(=O)C1(CC)c1ccccc1,-2.322
463,ClCC(Cl)Cl,-1.48
464,CC#C,-0.41
465,CC(C)CC(C)C,-4.26
466,CCCCC1(CC)C(=O)NC(=O)NC1=O,-1.661
467,COC(=O)c1cccnc1 ,-0.46
468,CC2Nc1cc(Cl)c(cc1C(=O)N2c3ccccc3C)S(N)(=O)=O ,-3.78
469,CCOP(=S)(OCC)Oc1cc(C)nc(n1)C(C)C,-3.64
470,Brc1cccc2ccccc12,-4.35
471,Clc1cccc(Cl)c1,-3.04
472,CCC1(CC)C(=O)NC(=O)N(C)C1=O ,-2.23
473,CCOP(=S)(OCC)Oc1ccc(cc1)N(=O)=O,-4.66
474,CCC(C)(O)CC,-0.36
475,Clc1ccc(cc1)c2cccc(Cl)c2Cl ,-6.29
476,CN(C)c1ccccc1,-1.92
477,O=c2[nH]c(=O)c1[nH]c(=O)[nH]c1[nH]2 ,-3.93
478,CC1(C)CON(Cc2ccccc2Cl)C1=O,-2.338
479,O=N(=O)c1ccc(cc1)N(=O)=O,-3.39
480,O=C2NC(=O)C1(CC1)C(=O)N2 ,-1.886
481,Oc1ccccn1,1.02
482,Oc1c(Cl)c(Cl)cc(Cl)c1Cl,-3.37
483,CCC(C)CO,-0.47
484,CCCCC(CC)C=O,-2.13
485,COc2c1occc1cc3ccc(=O)oc23 ,-3.664
486,CC34CC(O)C1(F)C(CCC2=CC(=O)C=CC12C)C3CC(O)C4(O)C(=O)CO,-3.68
487,OCCCC=C,-0.15
488,CCOC(=O)C,-0.04
489,Nc1cccc(Cl)c1,-1.37
490,O=C1CCCN1,1.07
491,CC(=O)C3(C)CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C,-5.27
492,Clc1ccc(Cl)c(Cl)c1Cl,-4.57
493,Oc1ccc(c(O)c1)c3oc2cc(O)cc(O)c2c(=O)c3O ,-3.083
494,CCc1ccccn1,0.51
495,CCCCCCl,-2.73
496,CC(=O)Nc1ccc(Cl)cc1,-2.843
497,CCCCCO,-0.6
498,Cc1ccc(O)c(C)c1,-1.19
499,CCCCCCCCCCCCO,-4.8
500,Clc1ccccc1Cl,-3.05
501,CCCO,0.62
502,O=C1N(COC(=O)CCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-4.678
503,OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)N(=O)=O,-2.111
504,CCC1(C(C)C)C(=O)NC(=O)NC1=O ,-2.21
505,CCN2c1ccccc1N(C)C(=O)c3cccnc23 ,-3.324
506,CN(C)C(=O)NC1CCCCCCC1,-2.218
507,C1(=O)NC(=O)NC(=O)C1(O)C2(O)C(=O)NC(=O)NC2(=O),-1.99
508,COc2c1occc1c(OC)c3c(=O)cc(C)oc23 ,-3.021
509,CC12CCC3C(CCc4cc(O)ccc34)C2CCC1=O,-3.955
510,OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,-5.666
511,Cc1ccccc1n3c(C)nc2ccccc2c3=O,-2.925
512,CN(C)C(=O)N(C)C ,0.94
513,CCCBr,-1.73
514,OCC(O)COC(=O)c1ccccc1Nc2ccnc3cc(Cl)ccc23,-4.571
515,OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O ,-3.952
516,CCCC(=O)OCC,-1.36
517,Fc1ccccc1Br,-2.7
518,CCCN(CCC)c1c(cc(cc1N(=O)=O)S(N)(=O)=O)N(=O)=O,-5.16
519,CCCCO,0.0
520,CCCC=C,-2.68
521,c1ccc(cc1)c2ccc(cc2)c3ccccc3,-7.11
522,c1cc2ccc3cccc4ccc(c1)c2c34,-6.176
523,Cc3nnc4CN=C(c1ccccc1Cl)c2cc(Cl)ccc2n34,-4.09
524,Fc1ccc(F)cc1,-1.97
525,CSc1nc(nc(n1)N(C)C)N(C)C,-2.676
526,CCC(O)(CC)CC,-0.85
527,CCN(CC(C)=C)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-6.124
528,NS(=O)(=O)c2cc1c(NCNS1(=O)=O)cc2Cl ,-2.63
529,OCC1OC(O)C(O)C(O)C1O,0.74
530,CN(C)C(=O)C(c1ccccc1)c2ccccc2 ,-2.98
531,CCN(CC)c1nc(Cl)nc(n1)N(CC)CC,-4.411
532,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,-3.24
533,CCCCOCCO,-0.42
534,Oc1cccc(Cl)c1Cl,-1.3
535,C,-0.9
536,N(c1ccccc1)c2ccccc2,-3.504
537,Nc3ccc2cc1ccccc1cc2c3 ,-5.17
538,ClC(Cl)C(Cl)(Cl)Cl,-2.6
539,CCCN(=O)=O,-0.8
540,ClC(Cl)(Cl)C#N,-2.168
541,COc1ccc(Cl)cc1,-2.78
542,CCCC(C)(C)O,-0.49
543,CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1 ,-0.85
544,CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3 ,-3.81
545,CCC(CC)CO,-1.17
546,CCc1ccc(CC)cc1,-3.75
547,Clc1ccccc1c2ccccc2,-4.54
548,Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O,-3.953
549,CC(=O)N(S(=O)c1ccc(N)cc1)c2onc(C)c2C ,-3.59
550,Cc1cccc2c1ccc3ccccc32,-5.85
551,C1N(C(=O)NCC(C)C)C(=O)NC1,-2.15
552,Cc2cccc3sc1nncn1c23 ,-2.07
553,Cc1ccc(C)c(C)c1,-3.31
554,CC34CCC1C(CCC2CC(O)CCC12C)C3CCC4=O,-4.16
555,CC(=O)Nc1ccccc1,-1.33
556,FC(F)(Cl)C(F)(F)Cl,-2.74
557,c1ccc2c(c1)ccc3ccccc32,-5.26
558,CNC(=O)Oc1cccc2ccccc12,-3.224
559,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC ,-5.115
560,CC34CC(O)C1(F)C(CCC2=CC(=O)CCC12C)C3CCC4(O)C(=O)CO ,-3.43
561,Nc1ccccc1,-0.41
562,Cc1ccccc1Br,-2.23
563,ClC=C,-1.75
564,ClC(Cl)=C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-6.9
565,CCCC(C)(C)C,-4.36
566,Cc1ccc(O)cc1C,-1.38
567,CC(C)Oc1cc(c(Cl)cc1Cl)n2nc(oc2=O)C(C)(C)C,-5.696
568,COC(=O)c1ccccc1,-1.85
569,CC=C,-1.08
570,O=C2NC(=O)C1(CCCC1)C(=O)N2,-2.349
571,O=C1N(COC(=O)CCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-5.886
572,Oc1cccc(O)c1,0.81
573,Cn1c(=O)n(C)c2nc[nH]c2c1=O,-1.39
574,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,-4.2
575,CC(=O)CC(c1ccccc1)c3c(O)c2ccccc2oc3=O ,-3.893
576,Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,-7.321
577,ClCc1ccccc1,-2.39
578,CCCCCCc1ccccc1,-5.21
579,COC(=O)c1ccccc1OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O,-0.742
580,NC(=S)N,0.32
581,Nc1ccccc1O,-0.72
582,COc1ccccc1O,-1.96
583,CC2(C)C1CCC(C)(C1)C2=O,-1.85
584,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,-5.72
585,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,-4.88
586,Brc1ccccc1,-2.55
587,Clc1cc(Cl)c(Cl)cc1Cl,-5.56
588,FC(F)(F)c1cccc(c1)N2CC(CCl)C(Cl)C2=O,-4.047
589,Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4 ,-2.9
590,CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,-5.752
591,c1ccc2c3c(ccc2c1)c4cccc5cccc3c45,-8.0
592,C1Cc2ccccc2C1,-3.04
593,CCCC1COC(Cn2cncn2)(O1)c3ccc(Cl)cc3Cl,-3.493
594,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc12,-4.883
595,c1ccc2ncccc2c1,-1.3
596,Oc1cccc2cccnc12 ,-2.42
597,COc1ccc(C=CC)cc1,-3.13
598,CCCCCOC(=O)C,-1.89
599,c1ccccc1C(O)C(O)c2ccccc2,-1.93
600,CC(C)C,-2.55
601,CCCCN(CC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-5.53
602,CCCCCCCCBr,-5.06
603,O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,-2.89
604,Fc1ccccc1,-1.8
605,O=c1cc[nH]c(=O)[nH]1 ,-1.488
606,CC1CCCC1,-3.3
607,Clc1cccc(c1Cl)c2cccc(Cl)c2Cl,-7.28
608,OC1C(O)C(O)C(O)C(O)C1O,0.35
609,CCc1cccc(C)c1N(C(C)COC)C(=O)CCl ,-2.73
610,Oc1c(Cl)cccc1Cl,-1.79
611,COc1cc(cc(OC)c1O)C6C2C(COC2=O)C(OC4OC3COC(C)OC3C(O)C4O)c7cc5OCOc5cc67,-3.571
612,Cc1cc(C)cc(C)c1,-3.4
613,Clc1ccccc1,-2.38
614,CCNc1nc(NC(C)(C)C)nc(SC)n1,-4.0
615,Cc1cccc2ccccc12,-3.7
616,CCC=C,-1.94
617,CCCCCCCCC(=O)C,-3.3
618,ClC(Cl)C(Cl)(Cl)SN2C(=O)C1CC=CCC1C2=O ,-5.4
619,CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,-4.15
620,CCCCCC(C)O,-1.55
621,CCCOC(=O)CCC,-1.75
622,CC1CC2C3CCC(O)(C(=O)C)C3(C)CC(O)C2(F)C4(C)C=CC(=O)C=C14,-4.099
623,CCCC(=C)C,-3.03
624,CN(C)C(=O)Nc1ccc(c(Cl)c1)n2nc(oc2=O)C(C)(C)C,-4.328
625,CCC(=O)Nc1ccc(Cl)c(Cl)c1,-3.0
626,Cc1c2ccccc2cc3ccccc13,-5.89
627,OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,-0.244
628,CCN2c1cc(OC)cc(C)c1NC(=O)c3cccnc23 ,-5.153
629,C1CCCCCC1,-3.51
630,CCC(=C(CC)c1ccc(O)cc1)c2ccc(O)cc2 ,-4.07
631,CCCCCCCCCC(=O)OCC,-4.1
632,CC34CCC1C(CCC2=CC(=O)CCC12C)C3CCC4=O,-3.69
633,CO,1.57
634,CC(C)(C)CO,-0.4
635,CC(C)C(O)C(C)C,-1.22
636,ClCBr,-0.89
637,Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,-4.46
638,Cc1ccccc1N,-2.21
639,CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,-3.924
640,CCCCCC=O,-1.3
641,COC(=O)c1cc(O)c(O)c(O)c1 ,-1.24
642,O=C(c1ccccc1)c2ccccc2,-3.12
643,CCCCCCCC(=O)OC,-3.17
644,CCCCC(=O)OC3(C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)C(=O)CO,-4.71
645,COc2cc1c(N)nc(nc1c(OC)c2OC)N3CCN(CC3)C(=O)OCC(C)(C)O ,-3.638
646,Cn2c(=O)on(c1ccc(Cl)c(Cl)c1)c2=O,-2.82
647,CCCC,-2.57
648,Clc1ccc(cc1)N(=O)=O,-2.92
649,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,-3.15
650,Oc1ccc(C=O)cc1,-0.96
651,CCCCC(C)O,-0.89
652,COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OC)C ,-4.76
653,CC(C)I,-2.09
654,C1=Cc2cccc3cccc1c23,-3.96
655,OCc1ccccc1,-0.4
656,CCN(CC)C(=S)SSC(=S)N(CC)CC,-4.86
657,NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,-3.451
658,Brc1cccc(Br)c1,-3.54
659,CN(C)C=Nc1ccc(Cl)cc1C,-2.86
660,O=C1NC(=O)NC(=O)C1(CC)CC=C(C)C,-2.253
661,BrCCBr,-1.68
662,COP(=S)(OC)Oc1ccc(SC)c(C)c1,-4.57
663,CCCC(C)O,-0.29
664,O=C1NC(=O)NC(=O)C1(C)C,-1.742
665,CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2C(=O)CC34C ,-4.21
666,CC(C)(C)c1ccc(O)cc1,-2.41
667,CN2C(=C(O)c1ccccc1S2(=O)=O)C(=O)Nc3ccccn3 ,-4.16
668,CC(C)C(C)(C)C,-4.36
669,ICI,-2.34
670,ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2 ,-7.2
671,ClCC#CCOC(=O)Nc1cccc(Cl)c1,-4.37
672,CCOCC,-0.09
673,COP(=S)(OC)SCC(=O)N(C(C)C)c1ccc(Cl)cc1,-4.432
674,CCCCN(CC)C(=O)SCCC,-3.53
675,CC13CCC(=O)C=C1CCC4C2CCC(C(=O)CO)C2(CC(O)C34)C=O ,-3.85
676,Cc1cc(C)cc(O)c1,-1.4
677,ClC(Br)Br,-1.9
678,CNc1ccccc1,-1.28
679,CCCCCCC,-4.53
680,CC(C)SC(C)C,-2.24
681,CC34CCC1C(CCc2cc(O)ccc12)C3CCC4(O)C#C ,-4.3
682,CCN(CC)C(=S)SCC(Cl)=C,-3.39
683,O=C2NC(=O)C1(CCCCC1)C(=O)N2,-3.06
684,NC(=O)c1cccnc1 ,0.61
685,Cc1cc(C)c(C)cc1C,-4.59
686,O=C1NC(=O)NC(=O)C1(C(C)C)C(C)C,-2.766
687,O=Cc2ccc1OCOc1c2 ,-1.63
688,CCCC/C=C/C,-3.82
689,Clc1ccc(Cl)c(c1)c2ccc(Cl)c(Cl)c2,-7.25
690,Oc1ccc(cc1)c2ccccc2,-3.48
691,O=Cc1ccccc1,-1.19
692,CCC#CCC,-1.99
693,CC=C(C)C,-2.56
694,C1CCC2CCCCC2C1,-5.19
695,Fc1cccc(Br)c1,-2.67
696,CCCCCC(C)(C)O,-1.72
697,CCOC2Oc1ccc(OS(C)(=O)=O)cc1C2(C)C,-3.42
698,CC(=O)OCC(=O)C3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-4.63
699,CCCI,-2.29
700,CCCCOC(=O)c1ccc(N)cc1,-3.082
701,CCOP(=S)(OCC)Oc1ccc(cc1)S(C)=O ,-2.3
702,C(Cc1ccccc1)c2ccccc2,-4.62
703,COc1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl,-6.89
704,CN(C)C(=O)Nc1ccc(C)c(Cl)c1,-3.483
705,Oc1cccc(c1)N(=O)=O,-1.01
706,Cc1cc(ccc1NS(=O)(=O)C(F)(F)F)S(=O)(=O)c2ccccc2,-3.8
707,ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl ,-6.51
708,CCNc1nc(Cl)nc(NCC)n1 ,-4.55
709,CC34CC(=O)C1C(CCC2=CC(=O)CCC12C)C3CCC4(=O) ,-3.48
710,COc1ccccc1N(=O)=O,-1.96
711,CC=C(C(=CC)c1ccc(O)cc1)c2ccc(O)cc2,-4.95
712,COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,-6.62
713,CCOP(=S)(OCC)N2C(=O)c1ccccc1C2=O,-3.35
714,COP(=O)(NC(C)=O)SC ,0.54
715,Nc2cnn(c1ccccc1)c(=O)c2Cl,-2.878
716,ClCCl,-0.63
717,Cc1cccnc1C,0.38
718,CC(=O)C(C)(C)C,-0.72
719,CNC(=O)Oc1ccccc1C2OCCO2,-1.57
720,Cc1ccc(cc1N(=O)=O)N(=O)=O,-2.82
721,CCC1(CCC(=O)NC1=O)c2ccccc2 ,-2.337
722,CCN2c1ccccc1N(C)C(=S)c3cccnc23 ,-4.706
723,Clc1cccc(Cl)c1c2c(Cl)cccc2Cl ,-7.39
724,OCC2OC(Oc1ccccc1CO)C(O)C(O)C2O,-0.85
725,CCCCOc1ccc(C(=O)OCC)c(c1)N(CC)CC ,-3.84
726,c1cc2ccc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67,-9.332
727,CN(C)C(=O)Nc1ccccc1,-1.6
728,ClC(Cl)Cl,-1.17
729,C1CC=CC1,-2.1
730,CCN2c1ncccc1N(C)C(=O)c3cccnc23 ,-2.62
731,OC(C(=O)c1ccccc1)c2ccccc2,-2.85
732,NC(=O)NCc1ccccc1 ,-0.95
733,CSSC,-1.44
734,Oc1ccccc1O,0.62
735,Clc1ccccc1c2ccccc2Cl ,-5.27
736,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,-6.025
737,c1c(O)C2C(=O)C3cc(O)ccC3OC2cc1(OC),-2.943
738,CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-3.999
739,CC(C)c1ccc(NC(=O)N(C)C)cc1,-3.536
740,CC1=CC(=O)CC(C)(C)C1 ,-1.06
741,CC(=O)OC3(C)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-5.284
742,CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,-2.016
743,CCCCCCCCCC(=O)OC,-4.69
744,CCI,-1.6
745,Fc1c[nH]c(=O)[nH]c1=O ,-1.077
746,C#C,0.29
747,Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-8.94
748,c1ccccc1,-1.64
749,CC(C)CC(C)(C)C,-4.74
750,CCCCCCBr,-3.81
751,c1(OC)ccc(CC=C)cc1,-2.92
752,Cc1cccc(C)c1,-2.82
753,CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CCC5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C ,-5.293
754,Nc1ccc(cc1)c2ccc(N)cc2,-2.7
755,Oc2ncc1nccnc1n2,-1.947
756,CCC(CC)C=O,-1.52
757,CCC(C)C,-3.18
758,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-4.42
759,C1CCCCC1,-3.1
760,O=C1CCC(=O)N1,0.3
761,COc1ccc(NC(=O)N(C)C)cc1Cl,-2.564
762,CCCOC=O,-0.49
763,CC(Cl)Cl,-1.29
764,Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)c(Cl)c2Cl,-7.68
765,COc1ccccc1,-1.85
766,CCCCCCC=C,-4.44
767,NC(=O)c1cnccn1,-0.667
768,CCCCOCCCC,-1.85
769,FC(F)(Cl)C(F)(Cl)Cl,-3.04
770,CC(=O)OC3(CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C)C(C)=O ,-5.35
771,CCC(C)C(=O)C,-0.67
772,c1c(OC)c(OC)C2C(=O)OCC2c1,-1.899
773,Cc1cccc(N)c1,-0.85
774,CCCCCCC#C,-3.66
775,CCC(C)c1cc(cc(N(=O)=O)c1O)N(=O)=O ,-3.38
776,CCCC(=O)CC,-0.83
777,OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F ,-1.8
778,Cc1ccc(cc1)N(=O)=O,-2.49
779,Oc1ccc(Cl)cc1,-0.7
780,Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl ,-7.39
781,Brc1cc(Br)c(Br)cc1Br,-6.98
782,CCSC(=O)N(CC(C)C)CC(C)C,-3.68
783,CN(C)C(=O)Nc1ccc(Cl)cc1,-2.89
784,Fc1cccc(F)c1C(=O)NC(=O)Nc2ccc(Cl)cc2,-6.02
785,CC(C)C(=O)C,-0.12
786,Cc1ccccc1C,-2.8
787,ClCC(Cl)(Cl)Cl,-2.18
788,c1ccc2cnccc2c1,-1.45
789,c1ccc2c(c1)c3cccc4ccc5cccc2c5c43,-7.8
790,CC(O)c1ccccc1,-0.92
791,CCCCc1c(C)nc(NCC)[nH]c1=O,-3.028
792,c2ccc1[nH]nnc1c2,-0.78
793,Cc1c(cccc1N(=O)=O)N(=O)=O,-3.0
794,CCCCC,-3.18
795,c1c(NC(=O)OC(C)C(=O)NCC)cccc1,-1.83
796,CCC(Br)(CC)C(=O)NC(N)=O,-2.68
797,CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C,-4.925
798,CC(C)N(C(=O)CCl)c1ccccc1 ,-2.48
799,CC(=C)C(=C)C,-2.4
800,Cc1cc(C)c(C)c(C)c1C,-4.0
801,c1ccoc1,-0.82
802,CCCOCC,-0.66
803,ClCCCl,-1.06
804,Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl ,-7.82
805,CC(C)CCCO,-1.14
806,Cc2ncc1nccnc1n2,-0.12
807,O2c1ccccc1N(CC)C(=O)c3ccccc23 ,-3.68
808,ClC(=C(Cl)Cl)Cl,-2.54
809,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,-8.699
810,Clc2c(Cl)c(Cl)c(c1ccccc1)c(Cl)c2Cl ,-7.92
811,CC(C)Cc1ccccc1,-4.12
812,CNC(=O)Oc1ccc(N(C)C)c(C)c1,-2.36
813,Clc1ccccc1N(=O)=O,-2.55
814,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1 ,-2.93
815,CCCCCC=C,-3.73
816,NC(=O)N,0.96
817,COc1nc(NC(C)C)nc(NC(C)C)n1,-2.478
818,OC3N=C(c1ccccc1Cl)c2cc(Cl)ccc2NC3=O,-3.604
819,CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2 ,-4.93
820,CC12CCC(=O)C=C1CCC3C2CCC4(C)C3CCC4(O)C#C ,-5.66
821,c1cc(C)cc2c1c3cc4cccc5CCc(c45)c3cc2,-7.92
822,FC(F)(F)C(Cl)Br ,-1.71
823,CCN2c1cc(Cl)ccc1NC(=O)c3cccnc23 ,-5.36
824,CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,-1.95
825,Cc1c(C)c(C)c(C)c(C)c1C,-5.23
826,Cc3ccnc4N(C1CC1)c2ncccc2C(=O)Nc34 ,-3.19
827,Nc1ccc(O)cc1,-0.8
828,CCC(C)(C)CO,-1.04
829,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,-8.804
830,C1Cc2c3c1cccc3cc4c2ccc5ccccc54,-7.85
831,CC(C)(C)CCO,-0.5
832,CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3 ,-3.73
833,Oc1ccccc1Cl,-1.06
834,CCCCC(C)(C)O,-1.08
835,CCCCCCCBr,-4.43
836,CC(=O)SC4CC1=CC(=O)CCC1(C)C5CCC2(C)C(CCC23CCC(=O)O3)C45,-4.173
837,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-5.613
838,CCCCC=C,-3.23
839,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,-5.54
840,CC(C)OC=O,-0.63
841,COC(=O)C=C,-0.22
842,CCCN(CCC)c1c(cc(cc1N(=O)=O)C(C)C)N(=O)=O,-6.49
843,CC(=O)c1ccccc1,-1.28
844,c1ccccc1SC,-2.39
845,CCCC=O,-0.01
846,CCOC(=O)C=Cc1ccccc1,-3.0
847,CCCCCC#C,-3.01
848,Nc1cccc2ccccc12,-1.92
849,Cc1cncc(C)c1,0.38
850,Nc3cc2c1ccccc1ccc2c4ccccc34 ,-6.2
851,c1ccccc1(OC(=O)NC),-1.803
852,CCCC(C)(O)CC,-0.98
853,CC(OC(=O)Nc1cccc(Cl)c1)C#C,-2.617
854,OC(C1=CC2C5C(C1C2=C(c3ccccc3)c4ccccn4)C(=O)NC5=O)(c6ccccc6)c7ccccn7 ,-3.931
855,C1CCc2ccccc2C1,-4.37
856,ClC1=C(Cl)C(Cl)(C(=C1Cl)Cl)C2(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl,-7.278
857,CCc1cccc(CC)c1N(COC)C(=O)CCl ,-3.26
858,Clc1ccccc1C2=NCC(=O)Nc3ccc(cc23)N(=O)=O,-3.499
859,Ic1ccccc1,-3.01
860,OCC(O)C(O)C(O)C(O)CO,1.09
861,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,-4.43
862,CC(C)CCO,-0.51
863,CCC,-1.94
864,CCCCc1ccccc1,-4.06
865,CN2C(=O)CN=C(c1ccccc1)c3cc(Cl)ccc23,-3.754
866,CCN(CC)C(=O)C(=CCOP(=O)(OC)OC)Cl,0.523
867,CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CC(O)C5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C ,-4.081
868,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,-3.61
869,CCCC#C,-1.64
870,O=C1NC(=O)c2ccccc12 ,-2.61
871,COc1ccc(C=O)cc1,-1.49
872,Clc1ccc(c(Cl)c1)c2c(Cl)ccc(Cl)c2Cl ,-7.43
873,CCC(C)Cl,-1.96
874,c1ccccc1C(O)c2ccccc2,-2.55
875,Oc1c(I)cc(C#N)cc1I,-3.61
876,ClC(Cl)(Cl)N(=O)=O,-2.0
877,CCCCC(=O)CCCC,-2.58
878,CC(C)C(Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.003
879,Oc2cc(O)c1C(=O)CC(Oc1c2)c3ccc(O)c(O)c3,-3.62
880,c1ccccc1NC(=O)c2c(O)cccc2,-3.59
881,CCC(=O)CC,-0.28
882,CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,-1.981
883,Clc1cccc(Cl)c1Cl,-4.0
884,COc1cccc(Cl)c1,-2.78
885,Sc1nccc(=O)[nH]1 ,-2.273
886,c1ccccc1O,0.0
887,C=CCC=C,-2.09
888,CCOC(=O)NCCOc2ccc(Oc1ccccc1)cc2,-4.7
889,CCCOC(C)C,-1.34
890,CCCCCCCC(=O)OCC,-3.39
891,CC12CC2(C)C(=O)N(C1=O)c3cc(Cl)cc(Cl)c3,-4.8
892,CCOC(C)OCC,-0.43
893,OCC2OC(OC1(CO)OC(CO)C(O)C1O)C(O)C(O)C2O ,0.79
894,c1ccc2c(c1)sc3ccccc23,-4.38
895,O(c1ccccc1)c2ccccc2,-3.96
896,ClC(Cl)C(Cl)Cl,-1.74
897,CC(C)OC(C)C,-1.1
898,c1cc2ccc(OC)c(CC=C(C)(C))c2oc1=O ,-4.314
899,CC(C)N(=O)=O,-0.62
900,CCOc1ccc(NC(N)=O)cc1,-2.17
901,c2cnc1ncncc1n2,0.02
902,CCCOC(=O)c1ccc(N)cc1,-2.452
903,CCCCCC,-3.84
904,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,-6.96
905,CC(=O)Nc1nnc(s1)S(N)(=O)=O ,-2.36
906,CCC1(C(=O)NCNC1=O)c2ccccc2,-2.64
907,c1nccc(C(=O)NN)c1,0.009
908,Clc1ccc(c(Cl)c1Cl)c2c(Cl)cc(Cl)c(Cl)c2Cl ,-7.66
909,CC1CCCCC1,-3.85
910,Brc1cc(Br)cc(Br)c1,-5.6
911,O=C2CN(N=Cc1ccc(o1)N(=O)=O)C(=O)N2 ,-3.38
912,Cc1cccc(C)c1O,-1.29
913,Oc1ccc(Cl)c(Cl)c1Cl,-2.67
914,CC(C)C(C)C(C)C,-4.8
915,CSc1nnc(c(=O)n1N)C(C)(C)C,-2.253
916,ClC(Cl)CC(=O)NC2=C(Cl)C(=O)c1ccccc1C2=O,-5.03
917,CCCCCCCCC,-5.88
